taxon_group,verbatim_name,name,"name to use (if different from ""name"")",name comment field,Comment,notes,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
nannofossils,Helicolithus trabeculatus (<7 um),Helicolithus trabeculatus (<7 um),Helicolithus trabeculatus,Helicolithus trabeculatus (<7 um),,"in PBDB, so it will be classified correctly",,,Helicolithus,,,,trabeculatus,,,<7 um,,87862,Helicolithus,genus,genus; ID 443753,,,,,,,,,,
nannofossils,Helicolithus turonicus,Helicolithus turonicus,,,,"in PBDB, so it will be classified correctly",,,Helicolithus,,,,turonicus,,,,,87862,Helicolithus,genus,genus; ID 443753,,,,,,,,,,
nannofossils,Helicopontosphaera hyalina,Helicopontosphaera hyalina,,,,"in PBDB, so it will be classified correctly",,,Helicopontosphaera,,,,hyalina,,,,,424493,Helicopontosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera acuta,Helicosphaera acuta,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,acuta,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera ampliaperta,Helicosphaera ampliaperta,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,ampliaperta,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera bramlettei,Helicosphaera bramlettei,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,bramlettei,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera burkei,Helicosphaera burkei,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,burkei,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera carteri,Helicosphaera carteri,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,carteri,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera carteri var. walichii,Helicosphaera carteri var. walichii,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,carteri,var.,walichii,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera clarissima,Helicosphaera clarissima,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,clarissima,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera compacta,Helicosphaera compacta,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,compacta,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera ethologa,Helicosphaera ethologa,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,ethologa,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera euphratis,Helicosphaera euphratis,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,euphratis,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera euphratis (< 8 microns),Helicosphaera euphratis (< 8 microns),Helicosphaera euphratis,Helicosphaera euphratis (< 8 microns),,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,euphratis,,,<8 microns,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera granulata,Helicosphaera granulata,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,granulata,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera hyalina,Helicosphaera hyalina,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,hyalina,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera intermedia,Helicosphaera intermedia,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,intermedia,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera inversa,Helicosphaera inversa,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,inversa,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera kamptneri,Helicosphaera kamptneri,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,kamptneri,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera kamptnerii,Helicosphaera kamptnerii,Helicosphaera kamptneri,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,kamptneri,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera lophota,Helicosphaera lophota,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,lophota,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera mediterranea,Helicosphaera mediterranea,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,mediterranea,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera neogranulata,Helicosphaera neogranulata,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,neogranulata,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera obliqua,Helicosphaera obliqua,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,obliqua,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera orientalis,Helicosphaera orientalis,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,orientalis,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera pavimentum,Helicosphaera pavimentum,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,pavimentum,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera perch-nielseniae,Helicosphaera perch-nielseniae,,,,"in PBDB, so it will be classified correctly this is one hyphenated name (named after Katerina Perch-Nielsen) A great example of why the species field should accept non-alphabetic characters! ",,,Helicosphaera,,,,perch-nielseniae,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera princei,Helicosphaera princei,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,princei,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera recta,Helicosphaera recta,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,recta,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera reticulata,Helicosphaera reticulata,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,reticulata,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera scissura,Helicosphaera scissura,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,scissura,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera sellii,Helicosphaera sellii,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,sellii,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera seminulum,Helicosphaera seminulum,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,seminulum,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera sp.,Helicosphaera sp.,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,sp.,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera spp.,Helicosphaera spp.,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,spp.,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera spp. (Negoene),Helicosphaera spp. (Negoene),Helicosphaera <spp. (Negoene)>,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,spp.,,,,Helicosphaera spp. (Negoene),255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera spp. (Palegoene),Helicosphaera spp. (Palegoene),Helicosphaera <spp. (Palegoene)>,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,spp.,,,,Helicosphaera spp. (Palegoene),255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera stalis,Helicosphaera stalis,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,stalis,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera vedderi,Helicosphaera vedderi,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,vedderi,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera walbersdorfensis,Helicosphaera walbersdorfensis,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,walbersdorfensis,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera wallichii,Helicosphaera wallichii,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,wallichii,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphaera wilcoxonii,Helicosphaera wilcoxonii,,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,wilcoxonii,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Helicosphera inversa,Helicosphera inversa,Helicosphaera inversa,,,"in PBDB, so it will be classified correctly",,,Helicosphaera,,,,inversa,,,,,255396,Helicosphaera,genus,,,,,,,,87644,Haptophyta,,
nannofossils,Heliolithus cantabriae,Heliolithus cantabriae,,,,"in PBDB, so it will be classified correctly",,,Heliolithus,,,,cantabriae,,,,,424312,Heliolithus,genus,,424307,Heliolithaceae,422508,Discoasterales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Heliolithus kleinpellii,Heliolithus kleinpellii,,,,"in PBDB, so it will be classified correctly",,,Heliolithus,,,,kleinpellii,,,,,424312,Heliolithus,genus,,424307,Heliolithaceae,422508,Discoasterales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Heliolithus riedelii,Heliolithus riedelii,,,,"in PBDB, so it will be classified correctly",,,Heliolithus,,,,riedelii,,,,,424312,Heliolithus,genus,,424307,Heliolithaceae,422508,Discoasterales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Holodiscolithus macroporus,Holodiscolithus macroporus,,,,"in PBDB, so it will be classified correctly",,,Holodiscolithus,,,,macroporus,,,,,424467,Holodiscolithus,genus,,419751,Coccolithaceae,418930,Coccolithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Hughesius gizoensis,Hughesius gizoensis,,,,"in PBDB, so it will be classified correctly",,,Hughesius,,,,gizoensis,,,,,424281,Hughesius,genus,,419751,Coccolithaceae,418930,Coccolithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Hughesius tasmaniae,Hughesius tasmaniae,,,,"in PBDB, so it will be classified correctly",,,Hughesius,,,,tasmaniae,,,,,424281,Hughesius,genus,,419751,Coccolithaceae,418930,Coccolithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Ilselithina fusa,Ilselithina fusa,,,,"in PBDB, so it will be classified correctly",,,Ilselithina,,,,fusa,,,,,424495,Ilselithina,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Isthmolithus recurvus,Isthmolithus recurvus,,,,"in PBDB, so it will be classified correctly",,,Isthmolithus,,,,recurvus,,,,,409879,Isthmolithus,genus,,,,,,,"JAS thinks I fixed Nov 2021, check once imported into PBDB",7285,Problematica,325038,Animalia
nannofossils,Jakubowskia leoniae,Jakubowskia leoniae,,,,"in PBDB, so it will be classified correctly",,,Jakubowskia,,,,leoniae,,,,,424318,Jakubowskia,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Kamptnerius magnificus,Kamptnerius magnificus,,,,"in PBDB, so it will be classified correctly",,,Kamptnerius,,,,magnificus,,,,,87788,Kamptnerius,genus,,87662,Kamptneriaceae,87647,Arkhangelskiales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lanternithus minutus,Lanternithus minutus,,,,"in PBDB, so it will be classified correctly",,,Lanternithus,,,,minutus,,,,,424633,Lanternithus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lapideacassis sp.,Lapideacassis sp.,,,,"in PBDB, so it will be classified correctly",,,Lapideacassis,,,,sp.,,,,,87752,Lapideacassis,genus,,87657,Lapideacassaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Liliasterites angularis,Liliasterites angularis,,,,"in PBDB, so it will be classified correctly",,,Liliasterites,,,,angularis,,,,,87729,Liliasterites,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Liliasterites atlanticus,Liliasterites atlanticus,,,,"in PBDB, so it will be classified correctly",,,Liliasterites,,,,atlanticus,,,,,87729,Liliasterites,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithastrinus grillii,Lithastrinus grillii,,,,"in PBDB, so it will be classified correctly",,,Lithastrinus,,,,grillii,,,,,87744,Lithastrinus,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithastrinus septenarius,Lithastrinus septenarius,,,,"in PBDB, so it will be classified correctly",,,Lithastrinus,,,,septenarius,,,,,87744,Lithastrinus,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithoptychius ulii,Lithoptychius ulii,,,,"in PBDB, so it will be classified correctly",,,Lithoptychius,,,,ulii,,,,,424301,Lithoptychius,genus,,422531,Fasciculithaceae,422508,Discoasterales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithoptychius vertebratoides,Lithoptychius vertebratoides,,,,"in PBDB, so it will be classified correctly",,,Lithoptychius,,,,vertebratoides,,,,,424301,Lithoptychius,genus,,422531,Fasciculithaceae,422508,Discoasterales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithraphidites acutus,Lithraphidites acutus,,,,"in PBDB, so it will be classified correctly",,,Lithraphidites,,,,acutus,,,,,87751,Lithraphidites,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithraphidites alatus,Lithraphidites alatus,,,,"in PBDB, so it will be classified correctly",,,Lithraphidites,,,,alatus,,,,,87751,Lithraphidites,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithraphidites carniolensis,Lithraphidites carniolensis,,,,"in PBDB, so it will be classified correctly",,,Lithraphidites,,,,carniolensis,,,,,87751,Lithraphidites,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lithraphidites quadratus,Lithraphidites quadratus,,,,"in PBDB, so it will be classified correctly",,,Lithraphidites,,,,quadratus,,,,,87751,Lithraphidites,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lophodolithus acutus,Lophodolithus acutus,,,,"in PBDB, so it will be classified correctly",,,Lophodolithus,,,,acutus,,,,,410573,Lophodolithus,genus,,,,,,,,,"JAS thinks that I fixed this Nov 2021, worth checking once taxa are ported into PBDB",54311,Plantae
nannofossils,Lophodolithus mochlophorus,Lophodolithus mochlophorus,,,,"in PBDB, so it will be classified correctly",,,Lophodolithus,,,,mochlophorus,,,,,410573,Lophodolithus,genus,,,,,,,,,,54311,Plantae
nannofossils,Lophodolithus nascens,Lophodolithus nascens,,,,"in PBDB, so it will be classified correctly",,,Lophodolithus,,,,nascens,,,,,410573,Lophodolithus,genus,,,,,,,,,,54311,Plantae
nannofossils,Lophodolithus rotundus,Lophodolithus rotundus,,,,"in PBDB, so it will be classified correctly",,,Lophodolithus,,,,rotundus,,,,,410573,Lophodolithus,genus,,,,,,,,,,54311,Plantae
nannofossils,Loxolithus armilla,Loxolithus armilla,,,,"in PBDB, so it will be classified correctly",,,Loxolithus,,,,armilla,,,,,87864,Loxolithus,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lucianorhabdus cayeuxii,Lucianorhabdus cayeuxii,,,,"in PBDB, so it will be classified correctly",,,Lucianorhabdus,,,,cayeuxii,,,,,87778,Lucianorhabdus,genus,,87660,Calyptrosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lucianorhabdus maleformis,Lucianorhabdus maleformis,,,,"in PBDB, so it will be classified correctly",,,Lucianorhabdus,,,,maleformis,,,,,87778,Lucianorhabdus,genus,,87660,Calyptrosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Lucianorhabdus spp.,Lucianorhabdus spp.,,,,"in PBDB, so it will be classified correctly",,,Lucianorhabdus,,,,spp.,,,,,87778,Lucianorhabdus,genus,,87660,Calyptrosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Manivitella pemmatoidea,Manivitella pemmatoidea,,,,"in PBDB, so it will be classified correctly",,,Manivitella,,,,pemmatoidea,,,,,87804,Manivitella,genus,,87664,Tubodiscaceae,87649,Podorhabdales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Markalius apertus,Markalius apertus,,,,"in PBDB, so it will be classified correctly",,,Markalius,,,,apertus,,,,,87784,Markalius,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Markalius astroporus,Markalius astroporus,,,,"in PBDB, so it will be classified correctly",,,Markalius,,,,astroporus,,,,,87784,Markalius,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Markalius inversus,Markalius inversus,,,,"in PBDB, so it will be classified correctly",,,Markalius,,,,inversus,,,,,87784,Markalius,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Marthasterites furcatus,Marthasterites furcatus,,,,"in PBDB, so it will be classified correctly",,,Marthasterites,,,,furcatus,,,,,87728,Marthasterites,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micrantholithus flos,Micrantholithus flos,,,,"in PBDB, so it will be classified correctly",,,Micrantholithus,,,,flos,,,,,87757,Micrantholithus,genus,,87659,Braarudosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micrantholithus spp.,Micrantholithus spp.,,,,"in PBDB, so it will be classified correctly",,,Micrantholithus,,,,spp.,,,,,87757,Micrantholithus,genus,,87659,Braarudosphaeraceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Microrhabdulus belgicus,Microrhabdulus belgicus,,,,"in PBDB, so it will be classified correctly",,,Microrhabdulus,,,,belgicus,,,,,87750,Microrhabdulus,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Microrhabdulus decoratus,Microrhabdulus decoratus,,,,"in PBDB, so it will be classified correctly",,,Microrhabdulus,,,,decoratus,,,,,87750,Microrhabdulus,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Microrhabdulus spp.,Microrhabdulus spp.,,,,"in PBDB, so it will be classified correctly",,,Microrhabdulus,,,,spp.,,,,,87750,Microrhabdulus,genus,,87656,Microrhabdulaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula,Micula,Micula sp.,,,"in PBDB, so it will be classified correctly",,,Micula,,,,sp.,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula concava,Micula concava,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,concava,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula cubiformis,Micula cubiformis,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,cubiformis,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula decussata,Micula decussata,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,decussata,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula murus,Micula murus,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,murus,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula prinsii,Micula prinsii,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,prinsii,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Micula staurophora,Micula staurophora,,,,"in PBDB, so it will be classified correctly",,,Micula,,,,staurophora,,,,,364628,Micula,genus,,87654,Polycyclolithaceae,423060,Braarudosphaerales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Minylitha convallis,Minylitha convallis,,,,"in PBDB, so it will be classified correctly",,,Minylitha,,,,convallis,,,,,424501,Minylitha,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Misceomarginatus pleniporus,Misceomarginatus pleniporus,,,,"in PBDB, so it will be classified correctly",,,Misceomarginatus,,,,pleniporus,,,,,87879,Misceomarginatus,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Monomarginatus quaternarius,Monomarginatus quaternarius,,,,"in PBDB, so it will be classified correctly",,,Monomarginatus,,,,quaternarius,,,,,87878,Monomarginatus,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannoconus,Nannoconus,Nannoconus sp.,,,"in PBDB, so it will be classified correctly",,,Nannoconus,,,,sp.,,,,,7554,Nannoconus,genus,,87655,Nannoconaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannoconus sp.,Nannoconus sp.,,,,"in PBDB, so it will be classified correctly",,,Nannoconus,,,,sp.,,,,,7554,Nannoconus,genus,,87655,Nannoconaceae,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina alata,Nannotetrina alata,,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,alata,,,,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina  alata gr.,Nannotetrina alata gr.,Nannotetrina alata group,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,alata,,,group,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina cristata,Nannotetrina cristata,,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,cristata,,,,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina fulgens,Nannotetrina fulgens,,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,fulgens,,,,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina  fulgens,Nannotetrina fulgens,,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,fulgens,,,,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Nannotetrina spp.,Nannotetrina spp.,,,,"in PBDB, so it will be classified correctly",,,Nannotetrina,,,,spp.,,,,,424341,Nannotetrina,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neobiscutum spp.,Neobiscutum spp.,,,,"in PBDB, so it will be classified correctly",,,Neobiscutum,,,,spp.,,,,,424324,Neobiscutum,genus,,419341,Prinsiaceae,418931,Isochrysidales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus chiastus,Neochiastozygus chiastus,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,chiastus,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus junctus,Neochiastozygus junctus,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,junctus,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus modestus,Neochiastozygus modestus,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,modestus,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus perfectus,Neochiastozygus perfectus,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,perfectus,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus rosenkrantzii,Neochiastozygus rosenkrantzii,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,rosenkrantzii,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neochiastozygus spp.,Neochiastozygus spp.,,,,"in PBDB, so it will be classified correctly",,,Neochiastozygus,,,,spp.,,,,,87681,Neochiastozygus,genus,,,,,,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neococcolithes dubius,Neococcolithes dubius,,,,"in PBDB, so it will be classified correctly",,,Neococcolithes,,,,dubius,,,,,424345,Neococcolithes,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neococcolithes protenus,Neococcolithes protenus,,,,"in PBDB, so it will be classified correctly",,,Neococcolithes,,,,protenus,,,,,424345,Neococcolithes,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neococcolithes spp.,Neococcolithes spp.,,,,"in PBDB, so it will be classified correctly",,,Neococcolithes,,,,spp.,,,,,424345,Neococcolithes,genus,,419817,Zygodiscaceae,419259,Zygodiscales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neocrepidolithus cruciatus,Neocrepidolithus cruciatus,,,,"in PBDB, so it will be classified correctly",,,Neocrepidolithus,,,,cruciatus,,,,,87865,Neocrepidolithus,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
nannofossils,Neocrepidolithus dirimosus,Neocrepidolithus dirimosus,,,,"in PBDB, so it will be classified correctly",,,Neocrepidolithus,,,,dirimosus,,,,,87865,Neocrepidolithus,genus,,87676,Chiastozygaceae,87652,Eiffellithales,418920,Coccolithophyceae,87644,Haptophyta,,
